學校名稱,科系,地址,官方網站
國立高雄科技大學,人力資源發展系(燕巢校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,文化創意產業系(燕巢校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,航運技術系(旗津校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,輪機工程系(旗津校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,海事資訊科技系(旗津校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,漁業科技與管理系(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,水產養殖系(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,水產食品科學系(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,海洋生物技術系(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,造船及海洋工程系(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,電訊工程系(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,半導體工程系(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,海洋環境工程系(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,航運管理系(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,供應鏈管理系(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,商務資訊應用系(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,海洋休閒管理系(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立高雄科技大學,高瞻科技不分系學士學位學程(楠梓校區),第一校區：824005高雄市燕巢區大學路1號建工校區：807618高雄市三民區建工路415號燕巢校區：824004高雄市燕巢區深中路58號旗津校區：805301高雄市旗津區中洲三路482號楠梓校區：811213高雄市楠梓區海專路142號,https://www.nkust.edu.tw
國立虎尾科技大學,機械與電腦輔助工程系,632301雲林縣虎尾鎮文化路64號,https://www.nfu.edu.tw
國立虎尾科技大學,機械設計工程系,632301雲林縣虎尾鎮文化路64號,https://www.nfu.edu.tw
國立虎尾科技大學,動力機械工程系,632301雲林縣虎尾鎮文化路64號,https://www.nfu.edu.tw
